id,connector_id,resource_kind,external_id,name,description,selected,last_sync_at,node_count,meta,created_at,updated_at
b628f061-90fb-49e6-9f80-da4e59827c00,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/frontend-netxtjs,ldbtech/frontend-netxtjs,,false,,0,{},2026-05-19 14:42:09.439369-04:00,2026-05-19 15:52:12.677140-04:00
72048e73-f9a0-4eb9-9764-9d28dc27ce6a,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/Highgaters,ldbtech/Highgaters,Welcome to highgaters where the combination of an AI driven freelancing ,false,,0,{},2026-05-19 14:42:09.443606-04:00,2026-05-19 15:52:12.677140-04:00
afb51be3-f31c-4dd3-8748-80e9a80123fb,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/portoflio-v1,ldbtech/portoflio-v1,Portfolio,false,,0,{},2026-05-19 14:42:09.446778-04:00,2026-05-19 15:52:12.677140-04:00
b58b045e-4862-41ec-9a7e-fe0cc0e5bf4a,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/FlyMe,ldbtech/FlyMe,,false,,0,{},2026-05-19 14:42:09.450011-04:00,2026-05-19 15:52:12.677140-04:00
8059d91f-d7e5-4bd9-ad05-ac64b3b3f459,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/SwiftyUI,ldbtech/SwiftyUI,,false,,0,{},2026-05-19 14:42:09.453391-04:00,2026-05-19 15:52:12.677140-04:00
e1c47609-4ecb-407b-87a3-1cb4c5b91e31,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/privateflikor-,ldbtech/privateflikor-,flikorprivate,false,,0,{},2026-05-19 14:42:09.456375-04:00,2026-05-19 15:52:12.677140-04:00
dbaf553e-ef37-4050-97d0-fab302b2b3b0,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/EternaDwell,ldbtech/EternaDwell,Welcome to EternaDwell run by SkillMingle.com ,false,,0,{},2026-05-19 14:42:09.459206-04:00,2026-05-19 15:52:12.677140-04:00
4a040ade-60aa-4981-8717-573c8eca41c7,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/FaceDetection,ldbtech/FaceDetection,Face Detection (Computer Vision),false,,0,{},2026-05-19 14:42:09.462026-04:00,2026-05-19 15:52:12.677140-04:00
8b603ba7-983e-4782-94fa-19c161b1b56b,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/WeatherForcastingRL,ldbtech/WeatherForcastingRL,This is for predicting Weather using Reinforcement Learning Methods. ,false,,0,{},2026-05-19 14:42:09.464795-04:00,2026-05-19 15:52:12.677140-04:00
afff7e37-b1ea-4354-abda-ec97ffcb44a8,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/ML_review,ldbtech/ML_review,Machine Learning Review,false,,0,{},2026-05-19 14:42:09.467575-04:00,2026-05-19 15:52:12.677140-04:00
6a90c2ad-dbbf-44d4-b7c0-029614cd6016,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/Backend_server,ldbtech/Backend_server,Backend Servers for my portfolio. ,false,,0,{},2026-05-19 14:42:09.470374-04:00,2026-05-19 15:52:12.677140-04:00
a25f0501-de7e-4060-a862-a8ea7b56c992,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/RLgames,ldbtech/RLgames,This folder contains projects involving pygame and reinforcement learning only.,false,,0,{},2026-05-19 14:42:09.473187-04:00,2026-05-19 15:52:12.677140-04:00
8810f93c-a489-4326-8c84-f3a797d9e38f,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/ReinforcementLearning,ldbtech/ReinforcementLearning,This is repo for all projects related to Reinforcement Learning,false,,0,{},2026-05-19 14:42:09.476284-04:00,2026-05-19 15:52:12.677140-04:00
baa57c96-6880-4677-b8ff-7a281a5bfede,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/lab04-gdb,ldbtech/lab04-gdb,Debugging,false,,0,{},2026-05-19 14:42:09.478941-04:00,2026-05-19 15:52:12.677140-04:00
73903090-9b0d-4ef9-9b0f-1337226db835,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/IntroToAI,ldbtech/IntroToAI,Introduction to AI projects,false,,0,{},2026-05-19 14:42:09.481725-04:00,2026-05-19 15:52:12.677140-04:00
bfb6a5d0-ec8a-4506-b535-fc799021d59c,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/CST-150,ldbtech/CST-150,C++ Labs,false,,0,{},2026-05-19 14:42:09.504791-04:00,2026-05-19 15:52:12.677140-04:00
